TicketID,CustomerID,IssueType,Priority,ResolutionDays,Resolved
T000690,C024098,Bug,Low,8,Yes
T000691,C004393,Bug,Medium,6,No
T000692,C034838,Billing,Low,9,Yes
T000693,C001457,Billing,Medium,15,Yes
T000694,C041948,Cancellation,Medium,15,No
T000695,C030357,Cancellation,High,15,Yes
T000696,C024998,Login,Low,7,No
T000697,C034084,Feature,Medium,2,No
T000698,C014363,Billing,High,12,No
T000699,C019961,Billing,High,11,Yes
T000700,C013776,Login,Low,10,Yes
T000701,C042645,Bug,Low,5,No
T000702,C029493,Cancellation,High,4,No
T000703,C022544,Feature,Medium,15,Yes
T000704,C027339,Bug,Medium,0,No
T000705,C009788,Cancellation,High,15,No
T000706,C040707,Feature,Medium,14,No
T000707,C021463,Billing,Low,6,Yes
T000708,C033402,Bug,High,0,No
T000709,C018441,Feature,High,2,Yes
T000710,C027872,Billing,High,1,Yes
T000711,C045843,Bug,Medium,14,No
T000712,C033175,Login,Low,13,No
T000713,C016550,Billing,Medium,4,No
T000714,C043743,Login,Low,4,Yes
T000715,C005282,Login,High,9,Yes
T000716,C042638,Feature,Low,13,No
T000717,C036368,Feature,Medium,10,Yes
T000718,C042065,Bug,Low,12,Yes
T000719,C043108,Feature,High,7,No
T000720,C046576,Cancellation,Medium,13,Yes
T000721,C013570,Login,Medium,9,No
T000722,C027030,Feature,High,4,No
T000723,C008184,Login,High,2,No
T000724,C046508,Billing,Medium,1,No
T000725,C048870,Bug,High,11,Yes
T000726,C012239,Cancellation,High,1,No
T000727,C041337,Cancellation,Low,11,Yes
T000728,C040569,Bug,Medium,13,No
T000729,C001526,Billing,Low,12,Yes
T000730,C023782,Login,Low,11,Yes
T000731,C034946,Login,Medium,11,Yes
T000732,C000779,Feature,Medium,10,No
T000733,C049715,Cancellation,High,0,No
T000734,C022114,Cancellation,Low,15,Yes
T000735,C009622,Login,Low,14,Yes
T000736,C028215,Bug,Medium,3,Yes
T000737,C007162,Billing,Medium,13,Yes
T000738,C006768,Billing,Medium,12,Yes
T000739,C011790,Bug,Medium,0,No
T000740,C040471,Billing,Medium,7,Yes
T000741,C006469,Bug,Low,8,No
T000742,C032229,Login,Medium,15,No
T000743,C030281,Cancellation,Medium,9,No
T000744,C030793,Billing,Low,0,No
T000745,C045309,Feature,Medium,14,No
T000746,C038785,Feature,Medium,3,Yes
T000747,C002024,Cancellation,High,10,Yes
T000748,C033193,Bug,Medium,6,No
T000749,C043464,Billing,Low,4,No
T000750,C005029,Billing,High,15,Yes
T000751,C038671,Feature,High,11,No
T000752,C016220,Bug,Medium,0,No
T000753,C040323,Bug,High,11,Yes
T000754,C007642,Cancellation,Medium,9,No
T000755,C018017,Cancellation,Medium,14,No
T000756,C026518,Billing,Low,8,Yes
T000757,C028538,Billing,High,2,Yes
T000758,C022173,Cancellation,High,13,Yes
T000759,C033709,Bug,Low,8,No
T000760,C031861,Cancellation,Medium,6,Yes
T000761,C012859,Billing,Low,3,Yes
T000762,C008217,Login,Low,3,No
T000763,C044582,Bug,High,11,Yes
T000764,C018936,Feature,Medium,7,Yes
T000765,C018940,Bug,Low,3,No
T000766,C014164,Feature,Low,12,Yes
T000767,C026293,Bug,High,13,Yes
T000768,C046682,Bug,High,4,No
T000769,C003197,Billing,Medium,5,Yes
T000770,C029607,Cancellation,Low,3,Yes
T000771,C036730,Login,Medium,9,Yes
T000772,C007060,Bug,High,1,No
T000773,C000709,Cancellation,High,3,No
T000774,C049377,Bug,High,13,Yes
T000775,C043309,Bug,Medium,6,No
T000776,C046822,Feature,High,7,Yes
T000777,C027943,Login,Medium,3,Yes
T000778,C018734,Billing,Low,15,No
T000779,C045667,Feature,High,9,No
T000780,C021443,Bug,High,12,Yes
T000781,C045566,Login,High,7,No
T000782,C028894,Bug,High,8,No
T000783,C049724,Billing,Low,9,No
T000784,C008451,Cancellation,High,14,Yes
T000785,C025810,Cancellation,Low,3,No
T000786,C018495,Bug,High,2,Yes
T000787,C030859,Bug,Low,0,No
T000788,C049619,Feature,Medium,11,Yes
T000789,C047451,Bug,High,11,Yes
T000790,C000205,Bug,High,13,No
T000791,C039006,Billing,Medium,1,No
T000792,C011411,Cancellation,High,8,Yes
T000793,C009585,Bug,High,2,Yes
T000794,C028412,Billing,High,1,No
T000795,C006346,Bug,Low,15,No
T000796,C022661,Login,High,7,Yes
T000797,C043782,Cancellation,High,12,Yes
T000798,C009255,Bug,Low,13,Yes
T000799,C010363,Bug,High,13,No
T000800,C016351,Feature,Medium,14,Yes
T000801,C014888,Bug,High,10,Yes
T000802,C005326,Cancellation,Low,3,No
T000803,C038906,Feature,Medium,11,No
T000804,C036540,Cancellation,Low,6,Yes
T000805,C029447,Billing,High,12,No
T000806,C036704,Login,High,7,No
T000807,C048640,Login,Low,2,No
T000808,C031573,Cancellation,Medium,13,Yes
T000809,C039707,Login,High,3,No
T000810,C049033,Cancellation,Medium,6,Yes
T000811,C028388,Billing,Medium,8,Yes
T000812,C045130,Cancellation,Low,6,No
T000813,C044977,Cancellation,Low,0,No
T000814,C004992,Billing,Medium,9,Yes
T000815,C038381,Cancellation,Medium,8,Yes
T000816,C010093,Feature,High,6,No
T000817,C005111,Billing,High,10,No
T000818,C020527,Cancellation,High,14,Yes
T000819,C011951,Feature,Low,15,Yes
T000820,C046574,Bug,High,1,Yes
T000821,C010956,Login,Low,15,Yes
T000822,C032387,Login,Medium,3,No
T000823,C047098,Feature,Medium,10,Yes
T000824,C001576,Feature,Medium,4,Yes
T000825,C006725,Bug,Low,8,No
T000826,C035714,Billing,Medium,1,No
T000827,C036132,Feature,Low,1,No
T000828,C009235,Bug,Medium,2,Yes
T000829,C007791,Cancellation,Medium,7,No
T000830,C047855,Login,High,1,Yes
T000831,C012146,Bug,High,7,No
T000832,C009475,Login,High,1,Yes
T000833,C021721,Bug,Low,8,Yes
T000834,C037929,Bug,High,5,Yes
T000835,C021869,Cancellation,Low,13,No
T000836,C047274,Feature,Low,13,No
T000837,C038755,Login,High,1,Yes
T000838,C025594,Billing,Low,9,Yes
T000839,C012305,Login,Low,15,No
T000840,C040816,Billing,Medium,13,Yes
T000841,C008999,Bug,Low,9,Yes
T000842,C024735,Feature,High,13,Yes
T000843,C035017,Cancellation,Medium,9,No
T000844,C029676,Cancellation,Low,2,No
T000845,C016902,Bug,High,2,No
T000846,C031327,Bug,Medium,2,Yes
T000847,C018829,Feature,High,12,No
T000848,C030077,Billing,Low,9,No
T000849,C013806,Cancellation,High,11,No
T000850,C043437,Billing,High,4,No
T000851,C007692,Bug,Medium,5,Yes
T000852,C035220,Cancellation,Medium,12,Yes
T000853,C046979,Cancellation,Medium,2,Yes
T000854,C026495,Bug,High,15,No
T000855,C013463,Login,Low,9,No
T000856,C010356,Login,Medium,9,No
T000857,C017208,Bug,Low,10,No
T000858,C037508,Cancellation,High,14,No
T000859,C011310,Billing,Low,1,Yes
T000860,C031412,Feature,Medium,9,Yes
T000861,C006512,Feature,Medium,7,No
T000862,C014593,Cancellation,Low,11,Yes
T000863,C045259,Bug,High,0,No
T000864,C048825,Feature,Low,11,Yes
T000865,C031860,Bug,High,1,No
T000866,C003177,Billing,Low,2,Yes
T000867,C036097,Bug,Low,0,Yes
T000868,C019497,Feature,Low,12,No
T000869,C029368,Cancellation,High,13,Yes
T000870,C022033,Bug,High,13,No
T000871,C033421,Feature,High,8,Yes
T000872,C035419,Billing,High,13,No
T000873,C008858,Billing,Medium,12,Yes
T000874,C001369,Login,Medium,7,Yes
T000875,C006717,Bug,Low,12,No
T000876,C016279,Login,High,10,Yes
T000877,C033736,Feature,High,12,No
T000878,C005702,Feature,Low,11,Yes
T000879,C027733,Login,Low,0,No
T000880,C007546,Bug,Low,3,No
T000881,C047888,Billing,High,0,No
T000882,C006132,Billing,High,2,No
T000883,C039979,Bug,Medium,10,No
T000884,C029681,Feature,High,9,No
T000885,C038718,Bug,High,8,Yes
T000886,C041890,Login,Low,10,Yes
T000887,C026642,Bug,Low,11,Yes
T000888,C035116,Bug,Low,6,Yes
T000889,C036234,Bug,Low,9,Yes
T000890,C041652,Bug,High,15,No
T000891,C006521,Cancellation,High,0,No
T000892,C005442,Login,Low,7,No
T000893,C008883,Feature,High,3,Yes
T000894,C020382,Cancellation,High,12,No
T000895,C015759,Billing,Low,10,No
T000896,C016799,Bug,High,12,No
T000897,C012870,Cancellation,Medium,6,Yes
T000898,C009069,Feature,Low,12,Yes
T000899,C047818,Billing,Medium,13,No
T000900,C025362,Feature,High,7,Yes
T000901,C045890,Billing,High,1,Yes
T000902,C014960,Bug,Low,7,Yes
T000903,C030843,Cancellation,Low,12,Yes
T000904,C029119,Login,Low,13,No
T000905,C049999,Login,High,15,Yes
T000906,C004234,Billing,Medium,12,Yes
T000907,C009198,Feature,High,0,Yes
T000908,C028059,Bug,High,1,Yes
T000909,C001641,Billing,High,6,No
T000910,C003832,Login,Low,15,Yes
T000911,C038985,Login,Medium,10,No
T000912,C035798,Feature,Medium,0,No
T000913,C044910,Feature,High,14,No
T000914,C038876,Login,Low,12,Yes
T000915,C015105,Cancellation,Low,12,No
T000916,C048288,Billing,Low,8,Yes
T000917,C024151,Billing,Medium,12,Yes
T000918,C023856,Feature,High,3,Yes
T000919,C005108,Cancellation,Low,7,No
T000920,C042143,Cancellation,Medium,15,No
T000921,C046040,Login,High,3,Yes
T000922,C042353,Feature,Medium,6,No
T000923,C000890,Feature,Low,12,Yes
T000924,C038355,Login,High,7,Yes
T000925,C044537,Cancellation,Medium,2,No
T000926,C012043,Billing,High,2,No
T000927,C025853,Billing,High,15,Yes
T000928,C005990,Cancellation,Low,9,Yes
T000929,C015504,Login,Low,6,No
T000930,C021162,Bug,Low,3,Yes
T000931,C002885,Cancellation,High,8,Yes
T000932,C011631,Feature,High,10,Yes
T000933,C036755,Billing,High,4,Yes
T000934,C007839,Login,High,9,Yes
T000935,C005957,Billing,High,8,Yes
T000936,C021866,Billing,Medium,11,Yes
T000937,C021165,Feature,Medium,14,No
T000938,C035203,Login,Medium,14,No
T000939,C039774,Feature,Medium,13,No
T000940,C022604,Login,Low,0,No
T000941,C008729,Billing,Low,10,No
T000942,C012187,Feature,Medium,9,No
T000943,C038741,Bug,Medium,0,No
T000944,C029954,Bug,High,15,No
T000945,C040247,Billing,High,13,No
T000946,C045515,Login,Low,7,No
T000947,C039627,Cancellation,High,14,Yes
T000948,C039937,Bug,High,3,Yes
T000949,C017211,Feature,Low,2,No
T000950,C025285,Bug,Low,0,Yes
T000951,C031370,Billing,Low,0,Yes
T000952,C035869,Billing,High,11,No
T000953,C024669,Login,High,9,Yes
T000954,C032758,Feature,Low,5,Yes
T000955,C026300,Billing,Medium,13,No
T000956,C022179,Billing,High,14,Yes
T000957,C018815,Cancellation,Low,0,No
T000958,C044653,Feature,High,11,Yes
T000959,C045404,Feature,High,1,No
T000960,C025452,Bug,Low,14,No
T000961,C000820,Bug,Low,14,No
T000962,C019835,Feature,Medium,10,No
T000963,C016236,Cancellation,Low,14,No
T000964,C024702,Feature,Medium,1,No
T000965,C021872,Feature,Medium,7,No
T000966,C048997,Cancellation,High,14,No
T000967,C022357,Cancellation,Low,5,Yes
T000968,C020178,Cancellation,Low,6,Yes
T000969,C027509,Login,Medium,8,No
T000970,C016442,Cancellation,Medium,0,Yes
T000971,C018551,Billing,Medium,11,No
T000972,C025572,Feature,Low,10,No
T000973,C018162,Bug,High,7,Yes
T000974,C005239,Billing,Low,2,Yes
T000975,C005358,Cancellation,High,13,No
T000976,C025087,Bug,Low,3,No
T000977,C031167,Billing,High,5,No
T000978,C033859,Feature,Low,10,Yes
T000979,C049906,Feature,Medium,7,Yes
T000980,C047621,Bug,Medium,13,Yes
T000981,C032692,Login,Low,13,No
T000982,C009722,Feature,Low,10,Yes
T000983,C026092,Cancellation,Low,9,Yes
T000984,C043731,Feature,Medium,14,Yes
T000985,C037996,Feature,Low,14,Yes
T000986,C000855,Bug,High,15,Yes
T000987,C038413,Cancellation,Low,4,Yes
T000988,C009931,Feature,Medium,7,No
T000989,C009806,Cancellation,Medium,6,No
T000990,C035680,Login,Low,5,No
T000991,C015221,Cancellation,Low,0,Yes
T000992,C016702,Login,Medium,15,No
T000993,C035221,Feature,High,1,Yes
T000994,C046713,Login,High,15,Yes
T000995,C038995,Billing,High,7,Yes
T000996,C038817,Feature,High,7,Yes
T000997,C047049,Cancellation,Low,10,No
T000998,C040217,Feature,Medium,14,Yes
T000999,C024399,Cancellation,Medium,1,Yes
T001000,C040706,Bug,High,2,Yes
T001001,C008435,Login,High,8,Yes
T001002,C028764,Bug,High,13,Yes
T001003,C000678,Feature,Low,12,Yes
T001004,C027350,Feature,Medium,3,Yes
T001005,C042388,Login,Medium,1,No
T001006,C002239,Billing,Low,0,Yes
T001007,C038768,Cancellation,Medium,4,Yes
T001008,C033431,Cancellation,High,12,Yes
T001009,C036872,Feature,Medium,11,No
T001010,C006950,Bug,Medium,13,Yes
T001011,C027431,Billing,High,10,No
T001012,C038828,Billing,Medium,1,Yes
T001013,C002287,Bug,Low,4,Yes
T001014,C020247,Cancellation,Low,4,Yes
T001015,C035625,Cancellation,High,2,Yes
T001016,C012953,Billing,Medium,2,Yes
T001017,C045062,Cancellation,Low,9,No
T001018,C037546,Feature,Medium,3,No
T001019,C004387,Login,High,7,Yes
T001020,C030227,Login,Low,9,Yes
T001021,C014785,Login,Medium,0,Yes
T001022,C033814,Bug,Medium,11,No
T001023,C000733,Cancellation,High,12,No
T001024,C002106,Cancellation,Medium,9,No
T001025,C010949,Cancellation,Medium,6,No
T001026,C032692,Login,Low,10,No
T001027,C009959,Billing,High,11,Yes
T001028,C032331,Feature,High,4,Yes
T001029,C019659,Bug,Medium,4,Yes
T001030,C004497,Bug,High,10,Yes
T001031,C012422,Login,High,3,No
T001032,C011970,Login,High,4,Yes
T001033,C048345,Cancellation,Medium,4,Yes
T001034,C031084,Feature,High,10,Yes
T001035,C030628,Bug,Low,15,No
T001036,C014843,Billing,Low,14,No
T001037,C009889,Billing,Medium,7,No
T001038,C006127,Cancellation,High,6,No
T001039,C049796,Login,Medium,1,No
T001040,C017052,Login,High,9,Yes
T001041,C015860,Feature,Low,13,Yes
T001042,C015183,Feature,High,5,Yes
T001043,C042587,Feature,Low,5,Yes
T001044,C020058,Bug,Medium,10,No
T001045,C039020,Cancellation,High,1,Yes
T001046,C047819,Login,Medium,8,Yes
T001047,C027651,Bug,Low,6,No
T001048,C034768,Feature,High,9,Yes
T001049,C012374,Login,Medium,12,No
T001050,C039564,Bug,High,14,Yes
T001051,C048638,Bug,High,13,Yes
T001052,C005267,Billing,High,9,Yes
T001053,C038705,Billing,High,8,No
T001054,C044332,Feature,High,6,Yes
T001055,C016222,Cancellation,Low,3,No
T001056,C000747,Bug,High,13,Yes
T001057,C038233,Cancellation,High,7,No
T001058,C048860,Feature,Low,1,No
T001059,C017710,Bug,Medium,13,Yes
T001060,C001932,Billing,High,3,No
T001061,C010499,Bug,Medium,15,Yes
T001062,C043489,Feature,Medium,4,Yes
T001063,C044146,Billing,High,4,No
T001064,C021235,Login,Medium,2,Yes
T001065,C042057,Login,Medium,5,Yes
T001066,C040224,Login,Low,12,No
T001067,C042406,Billing,Low,6,No
T001068,C043968,Feature,High,7,Yes
T001069,C031687,Feature,Medium,1,No
T001070,C002239,Feature,Medium,9,No
T001071,C002383,Feature,Medium,4,Yes
T001072,C024307,Billing,Medium,10,Yes
T001073,C000354,Bug,High,1,No
T001074,C008140,Billing,Low,12,No
T001075,C005899,Billing,High,0,No
T001076,C024829,Cancellation,Medium,6,Yes
T001077,C039340,Billing,Medium,8,Yes
T001078,C013775,Cancellation,Medium,15,No
T001079,C042619,Cancellation,Low,6,No
T001080,C030577,Cancellation,Medium,3,No
T001081,C019991,Billing,High,8,No
T001082,C031234,Cancellation,Medium,13,Yes
T001083,C013492,Bug,High,0,Yes
T001084,C047843,Cancellation,Medium,9,No
T001085,C000735,Login,Medium,12,No
T001086,C029405,Login,High,15,No
T001087,C039643,Billing,Low,11,Yes
T001088,C008837,Login,Low,15,No
T001089,C005168,Feature,Medium,2,Yes
T001090,C016489,Cancellation,High,15,No
T001091,C005662,Feature,Medium,3,No
T001092,C022350,Bug,High,1,Yes
T001093,C047085,Billing,Low,14,Yes
T001094,C012056,Billing,Low,5,Yes
T001095,C012126,Login,High,8,No
T001096,C030487,Login,Low,10,No
T001097,C027423,Feature,Low,11,Yes
T001098,C047059,Feature,Low,13,No
T001099,C024236,Billing,Medium,7,No
T001100,C001670,Bug,High,0,No
T001101,C016202,Cancellation,High,12,Yes
T001102,C001017,Feature,High,6,Yes
T001103,C025714,Feature,Medium,0,Yes
T001104,C027936,Cancellation,High,1,No
T001105,C014785,Bug,Medium,2,No
T001106,C008134,Billing,Medium,12,No
T001107,C020872,Bug,Low,15,No
T001108,C044202,Billing,Medium,3,No
T001109,C019950,Cancellation,High,2,Yes
T001110,C031380,Login,Medium,13,Yes
T001111,C039509,Feature,Medium,14,Yes
T001112,C013180,Login,High,3,Yes
T001113,C029271,Feature,High,4,Yes
T001114,C022820,Billing,High,11,No
T001115,C031624,Feature,Low,11,No
T001116,C027793,Login,Medium,8,No
T001117,C044660,Bug,Low,13,Yes
T001118,C025652,Billing,Medium,3,Yes
T001119,C011025,Billing,Medium,14,No
T001120,C048615,Login,Medium,0,Yes
T001121,C014323,Feature,Low,8,No
T001122,C044704,Feature,High,11,Yes
T001123,C045444,Login,Low,5,Yes
T001124,C037875,Feature,Low,3,No
T001125,C013382,Billing,Low,15,Yes
T001126,C047680,Billing,Medium,9,Yes
T001127,C003622,Feature,Low,9,Yes
T001128,C015232,Login,Medium,13,Yes
T001129,C004357,Cancellation,Medium,8,No
T001130,C015311,Billing,Low,0,No
T001131,C022260,Login,Low,12,No
T001132,C044690,Bug,Low,7,No
T001133,C034105,Bug,Low,8,Yes
T001134,C011592,Bug,Medium,11,No
T001135,C006765,Login,Medium,15,No
T001136,C006730,Login,High,9,Yes
T001137,C046500,Billing,High,8,No
T001138,C024379,Cancellation,Low,8,No
T001139,C032951,Bug,Medium,1,Yes
T001140,C008839,Bug,Low,1,No
T001141,C014267,Bug,High,15,No
T001142,C014516,Login,High,4,Yes
T001143,C009959,Cancellation,High,5,Yes
T001144,C014182,Feature,Medium,3,No
T001145,C036119,Login,Medium,5,No
T001146,C030907,Feature,High,1,Yes
T001147,C042282,Billing,Medium,5,Yes
T001148,C019860,Billing,Low,8,Yes
T001149,C026810,Login,Low,2,Yes
T001150,C029319,Billing,Medium,3,Yes
T001151,C012831,Feature,Low,8,No
T001152,C003335,Cancellation,High,10,No
T001153,C019783,Cancellation,Low,12,Yes
T001154,C018114,Login,Low,11,Yes
T001155,C015675,Billing,Low,8,Yes
T001156,C041232,Cancellation,High,0,No
T001157,C027387,Cancellation,Medium,9,Yes
T001158,C004465,Feature,Medium,12,No
T001159,C041875,Cancellation,Medium,15,No
T001160,C014310,Login,Medium,8,Yes
T001161,C022538,Feature,High,14,Yes
T001162,C045163,Login,Medium,0,No
T001163,C032652,Bug,Medium,5,Yes
T001164,C018040,Feature,Low,1,No
T001165,C045306,Bug,High,0,Yes
T001166,C017235,Login,Low,12,No
T001167,C046090,Bug,High,15,Yes
T001168,C005367,Billing,Low,15,No
T001169,C037619,Billing,Medium,7,No
T001170,C007903,Login,Low,3,Yes
T001171,C031344,Bug,High,4,No
T001172,C021490,Bug,Low,5,No
T001173,C039390,Cancellation,Medium,5,Yes
T001174,C025778,Feature,Low,11,Yes
T001175,C031009,Billing,Low,13,Yes
T001176,C017900,Bug,Medium,6,Yes
T001177,C043477,Bug,Medium,3,No
T001178,C018142,Billing,Medium,6,No
T001179,C016348,Bug,Medium,4,Yes
T001180,C016290,Cancellation,Medium,5,No
T001181,C045378,Bug,Medium,12,No
T001182,C008842,Bug,Low,9,No
T001183,C018587,Cancellation,Low,0,No
T001184,C033181,Feature,Medium,13,Yes
T001185,C037979,Login,High,8,Yes
T001186,C018067,Login,High,14,Yes
T001187,C039033,Billing,Low,13,No
T001188,C000737,Cancellation,Medium,9,Yes
T001189,C008700,Bug,Low,5,No
T001190,C006933,Billing,Medium,10,Yes
T001191,C005235,Cancellation,High,3,No
T001192,C036323,Feature,Low,7,Yes
T001193,C020026,Bug,Low,6,Yes
T001194,C007628,Billing,Medium,11,Yes
T001195,C049081,Login,High,7,No
T001196,C028310,Login,High,4,No
T001197,C030352,Billing,Medium,10,No
T001198,C040579,Login,High,11,Yes
T001199,C042576,Billing,Low,5,No
T001200,C004450,Cancellation,Low,13,Yes
T001201,C043680,Login,Low,5,No
T001202,C002814,Feature,High,15,Yes
T001203,C044118,Feature,High,0,No
T001204,C048628,Login,High,9,No
T001205,C019603,Bug,High,13,Yes
T001206,C041257,Billing,High,5,No
T001207,C018532,Bug,High,6,Yes
T001208,C000710,Login,Medium,3,No
T001209,C028419,Feature,Low,0,Yes
T001210,C035670,Bug,Medium,0,No
T001211,C013101,Login,Low,6,Yes
T001212,C027784,Feature,Medium,2,Yes
T001213,C043123,Bug,Low,4,Yes
T001214,C046492,Feature,High,15,No
T001215,C018214,Cancellation,Low,10,No
T001216,C045871,Login,Low,10,No
T001217,C035897,Login,Medium,14,No
T001218,C028544,Feature,High,7,Yes
T001219,C004995,Bug,Low,6,No
T001220,C006224,Cancellation,Low,9,No
T001221,C020039,Login,Medium,7,No
T001222,C008973,Bug,Medium,0,Yes
T001223,C012713,Billing,High,13,No
T001224,C025001,Login,High,3,No
T001225,C011240,Billing,High,8,No
T001226,C045572,Cancellation,Medium,7,Yes
T001227,C049797,Bug,Medium,8,Yes
T001228,C004086,Billing,Low,8,No
T001229,C018632,Bug,Low,6,Yes
T001230,C044580,Feature,Medium,6,Yes
T001231,C048964,Bug,Medium,9,Yes
T001232,C013276,Billing,Low,2,No
T001233,C005038,Login,Low,9,Yes
T001234,C040938,Cancellation,Low,4,Yes
T001235,C031383,Bug,High,8,Yes
T001236,C011270,Cancellation,Low,10,Yes
T001237,C044045,Billing,High,14,Yes
T001238,C001846,Bug,High,1,Yes
T001239,C048691,Login,Medium,12,Yes
T001240,C044829,Feature,High,15,Yes
T001241,C036690,Login,Low,15,No
T001242,C029271,Feature,Low,9,No
T001243,C030211,Login,High,1,No
T001244,C011520,Cancellation,Low,1,No
T001245,C011058,Cancellation,Medium,6,Yes
T001246,C031892,Cancellation,High,8,Yes
T001247,C036645,Login,Medium,10,Yes
T001248,C033720,Billing,Low,3,Yes
T001249,C011067,Bug,Low,10,No
T001250,C020789,Feature,Medium,5,No
T001251,C036694,Login,Low,5,No
T001252,C029610,Feature,High,6,No
T001253,C025855,Billing,Medium,5,Yes
T001254,C014754,Billing,Medium,14,Yes
T001255,C018129,Cancellation,High,14,Yes
T001256,C027289,Login,Medium,6,No
T001257,C019794,Bug,Low,12,No
T001258,C046602,Bug,Low,11,No
T001259,C044425,Feature,Medium,1,No
T001260,C006235,Login,Low,12,Yes
T001261,C030273,Bug,Low,14,Yes
T001262,C003263,Bug,Low,14,No
T001263,C040606,Billing,High,11,No
T001264,C024671,Bug,Low,3,Yes
T001265,C008071,Bug,Medium,9,No
T001266,C033808,Cancellation,Low,12,Yes
T001267,C046860,Billing,Medium,10,No
T001268,C046840,Feature,High,3,No
T001269,C000089,Billing,Medium,3,Yes
T001270,C025227,Feature,Low,5,Yes
T001271,C006139,Login,Medium,7,Yes
T001272,C025599,Billing,High,1,Yes
T001273,C040778,Feature,High,11,No
T001274,C012546,Login,Low,10,Yes
T001275,C037301,Cancellation,Medium,13,No
T001276,C038972,Billing,Medium,5,Yes
T001277,C006519,Feature,Medium,1,No
T001278,C011522,Feature,Low,1,Yes
T001279,C025616,Cancellation,Low,0,Yes
T001280,C025611,Cancellation,Medium,14,Yes
T001281,C017457,Login,Medium,2,Yes
T001282,C027412,Billing,Medium,6,No
T001283,C024390,Login,High,7,Yes
