SubscriptionID,CustomerID,StartDate,RenewalDate,ContractType,DiscountPct,Status
S000424,C000424,2023-06-15,2023-10-13,Annual,15,Expired
S000425,C000425,2025-06-16,2026-06-11,Annual,20,Expired
S000426,C000426,2023-10-19,2024-06-15,Annual,5,Cancelled
S000427,C000427,2025-06-29,2026-01-25,Annual,10,Expired
S000428,C000428,2024-06-12,2024-07-12,Annual,15,Cancelled
S000429,C000429,2021-01-25,2021-11-21,Monthly,5,Active
S000430,C000430,2021-08-08,2022-06-04,Monthly,20,Cancelled
S000431,C000431,2023-11-30,2023-12-30,Annual,0,Cancelled
S000432,C000432,2024-01-16,2024-11-11,Monthly,5,Cancelled
S000433,C000433,2024-03-30,2024-04-29,Annual,5,Cancelled
S000434,C000434,2025-06-27,2026-03-24,Annual,10,Cancelled
S000435,C000435,2022-12-10,2023-12-05,Annual,15,Cancelled
S000436,C000436,2025-01-09,2025-05-09,Annual,15,Expired
S000437,C000437,2021-03-06,2021-09-02,Monthly,20,Active
S000438,C000438,2024-09-26,2024-10-26,Annual,10,Cancelled
S000439,C000439,2022-04-13,2022-10-10,Monthly,10,Expired
S000440,C000440,2023-03-03,2023-07-31,Monthly,10,Active
S000441,C000441,2024-07-23,2025-01-19,Annual,0,Active
S000442,C000442,2025-06-04,2025-10-02,Monthly,0,Active
S000443,C000443,2024-01-23,2024-09-19,Annual,0,Expired
S000444,C000444,2024-02-07,2024-05-07,Monthly,5,Expired
S000445,C000445,2021-05-06,2021-12-02,Monthly,20,Cancelled
S000446,C000446,2025-05-02,2025-09-29,Annual,0,Cancelled
S000447,C000447,2023-03-17,2023-07-15,Monthly,15,Expired
S000448,C000448,2024-01-01,2024-11-26,Annual,15,Cancelled
S000449,C000449,2024-11-08,2025-04-07,Monthly,5,Active
S000450,C000450,2023-02-13,2023-10-11,Monthly,0,Cancelled
S000451,C000451,2022-04-25,2022-09-22,Annual,10,Cancelled
S000452,C000452,2021-02-04,2021-10-02,Monthly,15,Active
S000453,C000453,2025-07-24,2026-04-20,Annual,10,Expired
S000454,C000454,2022-04-17,2022-05-17,Annual,15,Expired
S000455,C000455,2024-10-05,2024-12-04,Annual,20,Expired
S000456,C000456,2024-03-05,2024-06-03,Monthly,15,Cancelled
S000457,C000457,2022-07-05,2023-01-31,Monthly,10,Cancelled
S000458,C000458,2023-01-11,2023-08-09,Annual,5,Cancelled
S000459,C000459,2025-05-20,2025-06-19,Monthly,20,Cancelled
S000460,C000460,2024-11-10,2025-08-07,Monthly,10,Expired
S000461,C000461,2024-11-02,2025-10-28,Annual,20,Expired
S000462,C000462,2022-03-23,2022-07-21,Monthly,10,Cancelled
S000463,C000463,2024-12-23,2025-03-23,Monthly,0,Active
S000464,C000464,2022-09-29,2023-09-24,Annual,20,Expired
S000465,C000465,2022-03-06,2023-01-30,Monthly,20,Expired
S000466,C000466,2024-07-11,2025-05-07,Annual,15,Expired
S000467,C000467,2021-11-04,2022-03-04,Monthly,10,Active
S000468,C000468,2022-06-03,2023-01-29,Monthly,15,Cancelled
S000469,C000469,2022-10-20,2023-09-15,Monthly,10,Active
S000470,C000470,2021-05-27,2022-05-22,Monthly,20,Expired
S000471,C000471,2024-09-11,2025-01-09,Annual,15,Active
S000472,C000472,2024-07-04,2025-05-30,Annual,5,Cancelled
S000473,C000473,2022-02-10,2022-03-12,Monthly,10,Expired
S000474,C000474,2025-04-28,2025-12-24,Annual,20,Cancelled
S000475,C000475,2022-07-08,2023-01-04,Monthly,0,Expired
S000476,C000476,2022-07-08,2022-12-05,Annual,20,Active
S000477,C000477,2022-01-15,2022-07-14,Monthly,10,Active
S000478,C000478,2022-08-16,2023-01-13,Monthly,20,Cancelled
S000479,C000479,2021-01-14,2021-08-12,Annual,20,Cancelled
S000480,C000480,2021-09-15,2022-06-12,Annual,0,Active
S000481,C000481,2023-06-18,2023-07-18,Monthly,10,Cancelled
S000482,C000482,2022-12-28,2023-12-23,Annual,20,Cancelled
S000483,C000483,2023-10-03,2024-03-01,Annual,15,Expired
S000484,C000484,2025-02-19,2025-09-17,Monthly,10,Expired
S000485,C000485,2023-04-26,2023-11-22,Monthly,10,Cancelled
S000486,C000486,2022-08-06,2023-01-03,Annual,0,Active
S000487,C000487,2025-10-29,2026-07-26,Annual,10,Expired
S000488,C000488,2022-09-12,2023-02-09,Annual,0,Expired
S000489,C000489,2023-10-07,2023-12-06,Monthly,0,Expired
S000490,C000490,2023-09-23,2024-06-19,Annual,0,Cancelled
S000491,C000491,2022-06-13,2022-09-11,Monthly,0,Cancelled
S000492,C000492,2024-10-21,2025-02-18,Monthly,0,Cancelled
S000493,C000493,2025-05-13,2026-05-08,Monthly,5,Cancelled
S000494,C000494,2024-02-15,2024-05-15,Annual,10,Active
S000495,C000495,2021-09-07,2021-11-06,Annual,20,Active
S000496,C000496,2024-04-28,2024-08-26,Annual,20,Expired
S000497,C000497,2021-09-07,2022-02-04,Monthly,0,Cancelled
S000498,C000498,2023-04-18,2024-04-12,Annual,5,Active
S000499,C000499,2025-04-08,2025-11-04,Monthly,20,Cancelled
S000500,C000500,2024-08-30,2025-03-28,Annual,0,Expired
S000501,C000501,2024-09-19,2025-02-16,Annual,15,Expired
S000502,C000502,2022-08-31,2023-07-27,Monthly,0,Expired
S000503,C000503,2023-04-23,2023-08-21,Annual,5,Expired
S000504,C000504,2024-11-07,2025-06-05,Annual,15,Active
S000505,C000505,2022-11-25,2023-03-25,Annual,15,Expired
S000506,C000506,2023-02-15,2023-10-13,Annual,0,Active
S000507,C000507,2025-11-06,2026-10-02,Monthly,0,Expired
S000508,C000508,2022-02-03,2022-11-30,Monthly,15,Cancelled
S000509,C000509,2023-03-08,2024-03-02,Annual,0,Cancelled
S000510,C000510,2021-01-19,2021-12-15,Monthly,15,Expired
S000511,C000511,2025-08-09,2026-05-06,Annual,20,Active
S000512,C000512,2025-06-19,2025-11-16,Monthly,15,Expired
S000513,C000513,2025-02-05,2025-11-02,Monthly,0,Cancelled
S000514,C000514,2024-07-25,2024-09-23,Monthly,15,Expired
S000515,C000515,2023-04-01,2023-09-28,Annual,15,Cancelled
S000516,C000516,2023-04-19,2023-07-18,Monthly,20,Expired
S000517,C000517,2023-08-11,2024-07-06,Monthly,5,Expired
S000518,C000518,2024-03-09,2025-02-02,Annual,0,Active
S000519,C000519,2021-07-26,2021-12-23,Annual,15,Cancelled
S000520,C000520,2021-05-18,2022-02-12,Annual,15,Active
S000521,C000521,2025-10-26,2026-04-24,Monthly,5,Cancelled
S000522,C000522,2024-09-22,2024-10-22,Annual,5,Cancelled
S000523,C000523,2023-08-25,2024-08-19,Annual,0,Cancelled
S000524,C000524,2024-09-29,2025-08-25,Annual,0,Expired
S000525,C000525,2024-12-03,2025-08-30,Annual,0,Cancelled
S000526,C000526,2024-11-01,2024-12-01,Monthly,15,Expired
S000527,C000527,2022-03-27,2023-03-22,Monthly,15,Expired
S000528,C000528,2023-06-14,2023-08-13,Annual,5,Cancelled
S000529,C000529,2021-02-04,2021-03-06,Monthly,10,Active
S000530,C000530,2023-12-26,2024-07-23,Monthly,20,Expired
S000531,C000531,2023-03-20,2023-10-16,Monthly,10,Expired
S000532,C000532,2021-11-22,2022-09-18,Annual,5,Expired
S000533,C000533,2025-01-23,2025-11-19,Monthly,0,Expired
S000534,C000534,2023-05-05,2024-03-30,Monthly,15,Cancelled
S000535,C000535,2025-10-05,2025-12-04,Annual,0,Cancelled
S000536,C000536,2025-08-24,2026-02-20,Monthly,0,Cancelled
S000537,C000537,2023-08-03,2023-09-02,Annual,15,Expired
S000538,C000538,2021-10-02,2022-05-30,Monthly,15,Expired
S000539,C000539,2025-07-27,2025-09-25,Monthly,15,Cancelled
S000540,C000540,2024-09-15,2024-11-14,Monthly,0,Cancelled
S000541,C000541,2025-06-12,2026-06-07,Monthly,5,Active
S000542,C000542,2023-07-29,2024-04-24,Monthly,15,Cancelled
S000543,C000543,2023-11-05,2024-08-01,Monthly,5,Expired
S000544,C000544,2025-10-03,2026-04-01,Annual,15,Active
S000545,C000545,2022-11-03,2023-01-02,Monthly,15,Cancelled
S000546,C000546,2022-08-12,2022-10-11,Annual,10,Expired
S000547,C000547,2022-04-16,2022-05-16,Annual,0,Cancelled
S000548,C000548,2023-08-27,2024-02-23,Monthly,5,Active
S000549,C000549,2024-03-24,2024-12-19,Annual,0,Active
S000550,C000550,2022-02-14,2022-03-16,Annual,20,Cancelled
S000551,C000551,2025-03-15,2025-09-11,Monthly,5,Active
S000552,C000552,2025-07-16,2025-10-14,Annual,0,Cancelled
S000553,C000553,2023-02-25,2023-04-26,Monthly,15,Cancelled
S000554,C000554,2022-10-29,2023-08-25,Annual,0,Expired
S000555,C000555,2022-11-30,2023-04-29,Monthly,15,Active
S000556,C000556,2022-06-23,2023-01-19,Monthly,10,Active
S000557,C000557,2024-07-19,2024-09-17,Annual,15,Cancelled
S000558,C000558,2022-09-19,2023-05-17,Annual,15,Active
S000559,C000559,2023-02-08,2023-03-10,Monthly,20,Expired
S000560,C000560,2022-02-21,2023-02-16,Monthly,0,Active
S000561,C000561,2024-08-10,2025-08-05,Annual,0,Active
S000562,C000562,2022-05-19,2023-04-14,Monthly,5,Active
S000563,C000563,2022-10-14,2023-03-13,Monthly,20,Cancelled
S000564,C000564,2025-03-25,2025-05-24,Annual,20,Expired
S000565,C000565,2021-02-26,2021-12-23,Monthly,0,Expired
S000566,C000566,2024-05-05,2024-07-04,Monthly,10,Cancelled
S000567,C000567,2022-08-26,2022-09-25,Annual,0,Cancelled
S000568,C000568,2022-09-27,2023-09-22,Annual,10,Expired
S000569,C000569,2023-04-23,2024-01-18,Monthly,5,Expired
S000570,C000570,2021-11-06,2022-01-05,Monthly,15,Expired
S000571,C000571,2022-08-16,2022-11-14,Annual,5,Expired
S000572,C000572,2023-07-28,2024-01-24,Annual,5,Cancelled
S000573,C000573,2022-12-12,2023-01-11,Annual,10,Expired
S000574,C000574,2023-02-20,2023-08-19,Annual,15,Active
S000575,C000575,2025-08-10,2026-02-06,Monthly,15,Active
S000576,C000576,2022-03-20,2022-11-15,Monthly,10,Expired
S000577,C000577,2024-10-22,2025-03-21,Annual,5,Cancelled
S000578,C000578,2021-01-21,2021-03-22,Annual,15,Active
S000579,C000579,2024-01-26,2024-10-22,Annual,20,Expired
S000580,C000580,2024-10-14,2025-07-11,Annual,10,Expired
S000581,C000581,2023-11-23,2024-09-18,Annual,10,Expired
S000582,C000582,2024-12-23,2025-11-18,Annual,5,Expired
S000583,C000583,2025-05-22,2025-12-18,Annual,0,Expired
S000584,C000584,2022-10-16,2022-12-15,Monthly,15,Active
S000585,C000585,2023-06-07,2024-03-03,Monthly,20,Active
S000586,C000586,2021-10-13,2022-01-11,Monthly,5,Cancelled
S000587,C000587,2022-04-14,2023-02-08,Monthly,10,Expired
S000588,C000588,2025-07-01,2026-05-27,Annual,20,Cancelled
S000589,C000589,2024-11-19,2025-02-17,Monthly,0,Cancelled
S000590,C000590,2025-05-06,2026-05-01,Monthly,10,Active
S000591,C000591,2024-05-18,2024-12-14,Annual,10,Expired
S000592,C000592,2023-08-30,2023-12-28,Annual,5,Expired
S000593,C000593,2021-12-24,2022-03-24,Annual,20,Expired
S000594,C000594,2022-04-18,2022-05-18,Annual,10,Cancelled
S000595,C000595,2021-10-22,2022-07-19,Annual,5,Expired
S000596,C000596,2023-01-01,2023-08-29,Monthly,15,Cancelled
S000597,C000597,2024-06-23,2025-01-19,Annual,20,Active
S000598,C000598,2025-05-03,2025-09-30,Annual,10,Cancelled
S000599,C000599,2025-02-24,2025-12-21,Annual,15,Expired
S000600,C000600,2021-11-01,2022-07-29,Monthly,5,Active
S000601,C000601,2022-08-21,2023-04-18,Monthly,5,Active
S000602,C000602,2022-06-23,2023-04-19,Annual,20,Cancelled
S000603,C000603,2022-02-19,2022-07-19,Monthly,0,Cancelled
S000604,C000604,2022-08-09,2023-03-07,Annual,0,Active
S000605,C000605,2023-03-19,2023-06-17,Annual,10,Active
S000606,C000606,2023-11-09,2024-10-04,Monthly,0,Active
S000607,C000607,2023-06-29,2023-12-26,Monthly,0,Active
S000608,C000608,2023-04-26,2024-02-20,Monthly,0,Active
S000609,C000609,2022-01-07,2023-01-02,Monthly,15,Active
S000610,C000610,2024-08-25,2025-05-22,Monthly,5,Active
S000611,C000611,2023-02-16,2024-02-11,Monthly,10,Cancelled
S000612,C000612,2025-07-28,2026-07-23,Monthly,5,Expired
S000613,C000613,2022-02-25,2022-09-23,Annual,20,Active
S000614,C000614,2025-02-27,2025-04-28,Annual,20,Expired
S000615,C000615,2022-08-11,2023-08-06,Annual,15,Active
S000616,C000616,2021-06-10,2021-12-07,Annual,20,Active
S000617,C000617,2021-01-11,2021-03-12,Annual,10,Active
S000618,C000618,2023-02-06,2023-09-04,Monthly,20,Expired
S000619,C000619,2024-05-15,2024-12-11,Annual,10,Cancelled
S000620,C000620,2021-02-25,2022-01-21,Annual,20,Active
S000621,C000621,2021-05-29,2022-05-24,Annual,20,Active
S000622,C000622,2023-01-19,2023-07-18,Annual,20,Cancelled
S000623,C000623,2023-10-26,2024-03-24,Monthly,10,Expired
S000624,C000624,2023-11-22,2024-07-19,Monthly,10,Active
S000625,C000625,2024-05-18,2024-10-15,Annual,10,Expired
S000626,C000626,2022-11-20,2023-05-19,Monthly,0,Expired
S000627,C000627,2022-07-03,2023-03-30,Annual,0,Active
S000628,C000628,2021-02-05,2022-01-01,Monthly,5,Expired
S000629,C000629,2021-11-10,2022-03-10,Annual,5,Active
S000630,C000630,2022-12-21,2023-03-21,Annual,5,Cancelled
S000631,C000631,2022-11-05,2023-03-05,Annual,20,Cancelled
S000632,C000632,2021-07-25,2021-09-23,Monthly,20,Expired
S000633,C000633,2025-03-10,2025-12-05,Monthly,0,Cancelled
S000634,C000634,2023-12-14,2024-05-12,Annual,10,Cancelled
S000635,C000635,2025-04-15,2025-11-11,Monthly,10,Expired
S000636,C000636,2021-04-07,2022-01-02,Annual,0,Expired
S000637,C000637,2021-01-09,2021-05-09,Annual,20,Active
S000638,C000638,2025-04-09,2025-08-07,Annual,10,Cancelled
S000639,C000639,2022-07-02,2022-10-30,Monthly,15,Expired
S000640,C000640,2025-01-20,2025-10-17,Monthly,10,Cancelled
S000641,C000641,2024-11-18,2025-06-16,Monthly,10,Expired
S000642,C000642,2023-05-18,2024-04-12,Annual,10,Expired
S000643,C000643,2022-05-23,2023-01-18,Annual,10,Active
S000644,C000644,2021-11-21,2022-11-16,Annual,20,Active
S000645,C000645,2025-04-20,2026-01-15,Monthly,20,Cancelled
S000646,C000646,2021-09-04,2022-03-03,Annual,15,Expired
S000647,C000647,2024-09-17,2025-01-15,Annual,15,Expired
S000648,C000648,2024-07-02,2024-09-30,Monthly,5,Active
S000649,C000649,2024-12-23,2025-06-21,Monthly,15,Expired
S000650,C000650,2023-05-30,2023-06-29,Monthly,10,Active
S000651,C000651,2022-06-15,2023-06-10,Monthly,5,Expired
S000652,C000652,2024-11-09,2025-03-09,Monthly,5,Expired
S000653,C000653,2024-10-16,2025-08-12,Annual,20,Expired
S000654,C000654,2024-07-06,2025-03-03,Monthly,5,Active
S000655,C000655,2024-02-15,2024-04-15,Annual,10,Expired
S000656,C000656,2024-10-22,2025-05-20,Monthly,5,Expired
S000657,C000657,2021-08-07,2022-01-04,Annual,20,Active
S000658,C000658,2025-04-05,2025-07-04,Annual,5,Cancelled
S000659,C000659,2023-05-18,2024-03-13,Annual,0,Active
S000660,C000660,2025-10-22,2026-09-17,Monthly,15,Cancelled
S000661,C000661,2024-01-26,2025-01-20,Annual,5,Cancelled
S000662,C000662,2022-08-29,2023-03-27,Annual,10,Active
S000663,C000663,2021-04-18,2021-10-15,Monthly,20,Expired
S000664,C000664,2024-02-10,2024-12-06,Annual,20,Expired
S000665,C000665,2022-08-23,2022-10-22,Annual,15,Cancelled
S000666,C000666,2022-05-23,2022-11-19,Monthly,10,Active
S000667,C000667,2022-07-11,2023-02-06,Annual,10,Active
S000668,C000668,2022-06-16,2022-12-13,Annual,5,Cancelled
S000669,C000669,2024-05-31,2024-11-27,Annual,20,Cancelled
S000670,C000670,2024-10-05,2025-09-30,Annual,10,Active
S000671,C000671,2021-01-15,2021-03-16,Annual,15,Expired
S000672,C000672,2021-09-25,2022-05-23,Monthly,15,Expired
S000673,C000673,2025-08-20,2026-07-16,Monthly,5,Cancelled
S000674,C000674,2022-11-21,2023-06-19,Monthly,0,Active
S000675,C000675,2022-08-19,2023-04-16,Annual,10,Active
S000676,C000676,2022-05-06,2023-01-31,Monthly,0,Cancelled
S000677,C000677,2025-05-10,2026-03-06,Monthly,0,Cancelled
S000678,C000678,2025-04-30,2025-07-29,Monthly,20,Expired
S000679,C000679,2025-10-29,2026-05-27,Monthly,5,Expired
S000680,C000680,2025-11-18,2026-04-17,Monthly,10,Cancelled
S000681,C000681,2025-05-10,2026-03-06,Monthly,10,Cancelled
S000682,C000682,2021-04-20,2021-11-16,Annual,5,Cancelled
S000683,C000683,2023-11-22,2024-03-21,Monthly,15,Cancelled
S000684,C000684,2021-10-29,2022-03-28,Annual,5,Expired
S000685,C000685,2025-09-19,2025-11-18,Monthly,5,Cancelled
S000686,C000686,2022-07-07,2022-10-05,Monthly,20,Expired
S000687,C000687,2023-03-24,2023-08-21,Annual,0,Cancelled
S000688,C000688,2025-06-27,2025-12-24,Annual,0,Cancelled
S000689,C000689,2022-05-17,2023-02-11,Annual,10,Cancelled
S000690,C000690,2021-03-20,2021-10-16,Annual,10,Expired
S000691,C000691,2023-06-05,2024-01-01,Annual,10,Active
S000692,C000692,2024-07-24,2024-12-21,Annual,15,Cancelled
S000693,C000693,2024-05-02,2025-04-27,Annual,0,Expired
S000694,C000694,2024-03-24,2024-05-23,Monthly,15,Active
S000695,C000695,2021-03-26,2021-09-22,Monthly,0,Active
S000696,C000696,2024-08-19,2025-08-14,Monthly,20,Active
S000697,C000697,2022-01-06,2022-03-07,Monthly,20,Active
S000698,C000698,2022-08-11,2022-11-09,Monthly,10,Active
S000699,C000699,2022-03-27,2022-08-24,Monthly,0,Expired
S000700,C000700,2024-05-31,2024-07-30,Monthly,5,Cancelled
S000701,C000701,2023-07-09,2024-07-03,Monthly,0,Cancelled
S000702,C000702,2024-07-31,2025-02-26,Monthly,0,Expired
S000703,C000703,2021-02-14,2021-04-15,Monthly,15,Active
S000704,C000704,2025-06-25,2025-09-23,Monthly,15,Active
S000705,C000705,2025-05-03,2025-10-30,Monthly,15,Cancelled
S000706,C000706,2021-08-15,2022-07-11,Annual,0,Active
S000707,C000707,2024-02-11,2024-08-09,Monthly,10,Expired
S000708,C000708,2025-09-17,2026-03-16,Monthly,10,Cancelled
S000709,C000709,2025-09-01,2026-04-29,Annual,5,Active
S000710,C000710,2024-11-15,2025-11-10,Monthly,0,Cancelled
S000711,C000711,2025-08-26,2026-04-23,Monthly,5,Expired
S000712,C000712,2022-08-26,2022-10-25,Monthly,10,Cancelled
S000713,C000713,2025-02-18,2025-07-18,Annual,15,Cancelled
S000714,C000714,2025-08-03,2026-05-30,Annual,20,Active
S000715,C000715,2022-10-02,2023-07-29,Annual,15,Expired
S000716,C000716,2022-02-17,2022-03-19,Annual,0,Active
S000717,C000717,2021-10-02,2022-06-29,Annual,20,Expired
S000718,C000718,2023-06-02,2023-08-01,Annual,15,Expired
S000719,C000719,2024-06-14,2025-03-11,Monthly,5,Active
S000720,C000720,2024-06-07,2024-10-05,Monthly,0,Cancelled
S000721,C000721,2021-09-24,2022-08-20,Annual,0,Cancelled
S000722,C000722,2024-06-10,2024-12-07,Annual,20,Expired
S000723,C000723,2024-05-18,2025-02-12,Monthly,10,Active
S000724,C000724,2021-12-23,2022-04-22,Annual,15,Expired
S000725,C000725,2024-03-15,2024-12-10,Annual,0,Cancelled
S000726,C000726,2022-02-04,2022-04-05,Annual,20,Cancelled
S000727,C000727,2024-04-24,2025-01-19,Annual,0,Cancelled
S000728,C000728,2021-10-26,2022-06-23,Monthly,5,Cancelled
S000729,C000729,2021-04-30,2021-12-26,Monthly,10,Cancelled
S000730,C000730,2024-04-27,2024-08-25,Monthly,20,Cancelled
S000731,C000731,2022-12-09,2023-03-09,Annual,20,Expired
S000732,C000732,2021-02-28,2021-05-29,Annual,15,Expired
S000733,C000733,2022-03-01,2022-11-26,Annual,20,Expired
S000734,C000734,2021-05-04,2021-09-01,Annual,20,Active
S000735,C000735,2025-03-14,2025-07-12,Monthly,10,Expired
S000736,C000736,2025-08-02,2025-09-01,Annual,10,Expired
S000737,C000737,2024-12-17,2025-08-14,Monthly,5,Cancelled
S000738,C000738,2025-02-15,2025-05-16,Monthly,10,Expired
S000739,C000739,2021-07-26,2022-06-21,Annual,5,Active
S000740,C000740,2024-05-31,2024-11-27,Monthly,20,Cancelled
S000741,C000741,2023-07-01,2024-06-25,Annual,20,Active
S000742,C000742,2024-12-03,2025-03-03,Monthly,10,Active
S000743,C000743,2021-05-25,2022-03-21,Monthly,20,Expired
S000744,C000744,2021-06-06,2022-02-01,Annual,20,Expired
S000745,C000745,2025-01-04,2025-07-03,Annual,20,Expired
S000746,C000746,2023-08-10,2024-04-06,Annual,10,Expired
S000747,C000747,2022-07-02,2023-01-28,Monthly,5,Expired
S000748,C000748,2021-12-04,2022-07-02,Annual,15,Expired
S000749,C000749,2024-02-21,2024-05-21,Annual,10,Active
S000750,C000750,2023-01-31,2023-05-31,Annual,15,Cancelled
S000751,C000751,2022-07-07,2023-01-03,Annual,5,Cancelled
S000752,C000752,2022-07-10,2022-10-08,Annual,5,Expired
S000753,C000753,2025-04-06,2025-08-04,Annual,5,Cancelled
S000754,C000754,2021-09-23,2022-08-19,Annual,10,Expired
S000755,C000755,2025-06-22,2026-02-17,Annual,20,Cancelled
S000756,C000756,2025-02-07,2025-11-04,Monthly,20,Expired
S000757,C000757,2023-01-30,2023-03-01,Annual,0,Cancelled
S000758,C000758,2024-12-12,2025-11-07,Monthly,10,Active
S000759,C000759,2025-03-10,2026-01-04,Annual,15,Expired
S000760,C000760,2022-08-03,2023-01-30,Monthly,15,Cancelled
S000761,C000761,2022-11-11,2023-11-06,Monthly,20,Cancelled
S000762,C000762,2022-04-01,2022-12-27,Annual,10,Cancelled
S000763,C000763,2023-06-25,2023-07-25,Monthly,5,Active
S000764,C000764,2023-03-07,2023-04-06,Annual,0,Expired
S000765,C000765,2024-10-24,2024-11-23,Monthly,15,Active
S000766,C000766,2022-08-26,2022-11-24,Monthly,20,Cancelled
S000767,C000767,2025-03-11,2026-02-04,Annual,5,Cancelled
S000768,C000768,2025-06-30,2026-05-26,Annual,10,Active
S000769,C000769,2025-01-10,2025-09-07,Annual,15,Active
S000770,C000770,2025-05-29,2025-06-28,Monthly,15,Cancelled
S000771,C000771,2025-04-08,2025-11-04,Monthly,15,Cancelled
S000772,C000772,2022-04-09,2022-10-06,Monthly,15,Active
S000773,C000773,2024-08-30,2025-03-28,Monthly,10,Active
S000774,C000774,2022-10-26,2023-02-23,Monthly,5,Active
S000775,C000775,2024-10-23,2025-03-22,Annual,5,Expired
S000776,C000776,2023-09-10,2024-05-07,Monthly,10,Active
S000777,C000777,2025-05-10,2026-02-04,Annual,10,Active
S000778,C000778,2023-11-02,2024-03-01,Monthly,20,Active
S000779,C000779,2021-03-19,2021-07-17,Annual,10,Expired
S000780,C000780,2025-06-06,2026-01-02,Monthly,5,Cancelled
S000781,C000781,2021-12-07,2022-08-04,Annual,10,Cancelled
S000782,C000782,2024-12-25,2025-11-20,Annual,20,Cancelled
S000783,C000783,2025-07-19,2026-07-14,Annual,20,Active
S000784,C000784,2023-12-23,2024-02-21,Monthly,5,Active
S000785,C000785,2021-05-30,2021-09-27,Monthly,0,Cancelled
S000786,C000786,2021-04-26,2021-09-23,Monthly,10,Active
S000787,C000787,2024-04-21,2024-09-18,Annual,5,Active
S000788,C000788,2021-03-05,2021-08-02,Monthly,0,Cancelled
S000789,C000789,2024-11-19,2024-12-19,Annual,10,Cancelled
S000790,C000790,2021-02-17,2022-01-13,Annual,10,Cancelled
S000791,C000791,2022-01-13,2022-05-13,Monthly,20,Active
S000792,C000792,2024-07-21,2024-12-18,Annual,20,Active
S000793,C000793,2021-11-14,2022-03-14,Annual,0,Expired
S000794,C000794,2024-02-09,2024-05-09,Monthly,10,Expired
S000795,C000795,2024-02-08,2024-11-04,Monthly,5,Expired
S000796,C000796,2025-07-17,2025-09-15,Annual,15,Active
